input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1439198303.035	173269	0	0	0	Shift_L	Shift_L	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	0	0	0.96
1439198303.097	173269	0	1	61	I	I	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	61	0	0.96
1439198303.347	173269	0	2	250	_	space	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	311	0	0.96
1439198303.752	173269	0	3	406	a	a	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	717	0	0.96
1439198303.846	173269	0	4	93	m	m	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	810	0	0.96
1439198304.002	173269	0	5	157	_	space	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	967	0	0.96
1439198304.751	173269	0	6	748	o	o	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	1715	0	0.96
1439198305.156	173269	0	7	405	n	n	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	2120	0	0.96
1439198305.281	173269	0	8	125	_	space	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	2245	0	0.96
1439198307.06	173269	0	9	1779	h	h	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	4024	0	0.96
1439198307.216	173269	0	10	156	y	y	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	4180	0	0.96
1439198307.652	173269	0	11	436	o	o	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	4616	0	0.96
1439198310.024	173269	0	12	2372	h	h	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	6988	0	0.96
1439198311.116	173269	0	13	1092	c	c	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	8080	0	0.96
1439198311.334	173269	0	14	219	y	y	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	8299	0	0.96
1439198311.615	173269	0	15	280	_	space	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	8579	0	0.96
1439198312.145	173269	0	16	530	m	m	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	9109	0	0.96
1439198312.426	173269	0	17	282	y	y	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	9391	0	0.96
1439198312.644	173269	0	18	217	_	space	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	9608	0	0.96
1439198312.988	173269	0	19	344	w	w	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	9952	0	0.96
1439198313.206	173269	0	20	219	a	a	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	10171	0	0.96
1439198313.424	173269	0	21	217	y	y	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	10388	0	0.96
1439198314.017	173269	0	22	593	.	period	I am on hyohcy my way.	 22.95	 569.86	I am on hyohcy my way.	Mix	10981	0	0.96
1439198318.728	173269	1	0	0	Shift_L	Shift_L	Can you ougkww help me here?	 26.22	 359.84	Can you ougkww help me here?	Mix	0	0	0.78
1439198318.791	173269	1	1	62	C	C	Can you ougkww help me here?	 26.22	 359.84	Can you ougkww help me here?	Mix	62	0	0.78
1439198319.072	173269	1	2	282	a	a	Can you ougkww help me here?	 26.22	 359.84	Can you ougkww help me here?	Mix	344	0	0.78
1439198319.165	173269	1	3	93	n	n	Can you ougkww help me here?	 26.22	 359.84	Can you ougkww help me here?	Mix	437	0	0.78
1439198319.321	173269	1	4	156	_	space	Can you ougkww help me here?	 26.22	 359.84	Can you ougkww help me here?	Mix	593	0	0.78
