input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1439554792.797	851866	0	0	0	Shift_L	Shift_L	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	0	0	0.88
1439554792.984	851866	0	1	187	T	T	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	187	0	0.88
1439554793.109	851866	0	2	125	a	a	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	312	0	0.88
1439554793.359	851866	0	3	250	p	p	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	562	0	0.88
1439554793.546	851866	0	4	187	a	a	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	749	0	0.88
1439554793.64	851866	0	5	94	h	h	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	843	0	0.88
1439554793.858	851866	0	6	218	t	t	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	1061	0	0.88
1439554793.983	851866	0	7	125	u	u	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	1186	0	0.88
1439554794.076	851866	0	8	93	i	i	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	1279	0	0.88
1439554794.326	851866	0	9	250	k	k	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	1529	0	0.88
1439554794.42	851866	0	10	94	o	o	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	1623	0	0.88
1439554794.544	851866	0	11	123	_	space	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	1746	0	0.88
1439554794.732	851866	0	12	189	t	t	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	1935	0	0.88
1439554794.95	851866	0	13	218	u	u	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	2153	0	0.88
1439554795.012	851866	0	14	62	o	o	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	2215	0	0.88
1439554795.512	851866	0	15	500	Shift_L	Shift_L	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	2715	0	0.88
1439554795.636	851866	0	16	123	?	question	Tapahtuiko tuo?	 59.20	 104.56	Tapahtuiko tuo?	Sentences	2838	0	0.88
1439554797.477	851866	1	0	0	Shift_L	Shift_L	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	0	0	0.81
1439554797.664	851866	1	1	187	T	T	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	187	0	0.81
1439554797.852	851866	1	2	188	ä	adiaeresis	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	375	0	0.81
1439554798.039	851866	1	3	187	m	m	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	562	0	0.81
1439554798.164	851866	1	4	125	ä	adiaeresis	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	687	0	0.81
1439554798.382	851866	1	5	217	_	space	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	904	0	0.81
1439554798.569	851866	1	6	188	n	n	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	1092	0	0.81
1439554798.694	851866	1	7	125	ä	adiaeresis	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	1217	0	0.81
1439554798.881	851866	1	8	187	y	y	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	1404	0	0.81
1439554799.068	851866	1	9	187	t	t	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	1591	0	0.81
1439554799.224	851866	1	10	155	t	t	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	1746	0	0.81
1439554799.568	851866	1	11	345	'	quoteright	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	2091	0	0.81
1439554799.786	851866	1	12	218	'	quoteright	Tämä näyttää hyvältä.	 39.66	 149.14	Tämä näyttää hyvältä.	Sentences	2309	0	0.81
