input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1437114518.937	549687	0	0	0	Shift_L	Shift_L	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	0	0	0.93
1437114519.342	549687	0	1	404	C	C	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	404	0	0.93
1437114519.686	549687	0	2	345	a	a	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	749	0	0.93
1437114519.842	549687	0	3	155	n	n	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	904	0	0.93
1437114519.998	549687	0	4	156	_	space	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	1060	0	0.93
1437114521.09	549687	0	5	1092	y	y	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	2152	0	0.93
1437114521.214	549687	0	6	124	o	o	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	2276	0	0.93
1437114521.37	549687	0	7	156	u	u	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	2432	0	0.93
1437114521.526	549687	0	8	156	_	space	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	2588	0	0.93
1437114521.838	549687	0	9	313	u	u	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	2901	0	0.93
1437114522.119	549687	0	10	280	o	o	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	3181	0	0.93
1437114522.837	549687	0	11	718	g	g	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	3899	0	0.93
1437114523.118	549687	0	12	281	k	k	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	4180	0	0.93
1437114523.679	549687	0	13	561	w	w	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	4741	0	0.93
1437114523.866	549687	0	14	187	w	w	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	4928	0	0.93
1437114524.022	549687	0	15	157	_	space	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	5085	0	0.93
1437114524.116	549687	0	16	93	h	h	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	5178	0	0.93
1437114524.241	549687	0	17	125	e	e	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	5303	0	0.93
1437114524.334	549687	0	18	94	l	l	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	5397	0	0.93
1437114524.553	549687	0	19	218	p	p	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	5615	0	0.93
1437114524.678	549687	0	20	125	_	space	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	5740	0	0.93
1437114524.834	549687	0	21	157	m	m	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	5897	0	0.93
1437114524.927	549687	0	22	93	e	e	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	5990	0	0.93
1437114525.083	549687	0	23	155	_	space	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	6145	0	0.93
1437114525.177	549687	0	24	95	h	h	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	6240	0	0.93
1437114525.302	549687	0	25	125	e	e	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	6365	0	0.93
1437114525.426	549687	0	26	124	r	r	Can you uogkww help me here?	 40.41	 241.52	Can you uogkww help me here?	Mix	6489	0	0.93
