input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1437741504.531	250694	0	0	0	Shift_L	Shift_L	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	0	0	0.98
1437741504.624	250694	0	1	93	V	V	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	93	0	0.98
1437741504.968	250694	0	2	344	o	o	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	437	0	0.98
1437741505.03	250694	0	3	62	i	i	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	499	0	0.98
1437741505.28	250694	0	4	250	m	m	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	749	0	0.98
1437741505.404	250694	0	5	124	m	m	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	873	0	0.98
1437741505.498	250694	0	6	94	e	e	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	967	0	0.98
1437741505.592	250694	0	7	94	_	space	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	1061	0	0.98
1437741505.872	250694	0	8	280	j	j	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	1341	0	0.98
1437741505.935	250694	0	9	63	u	u	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	1404	0	0.98
1437741506.153	250694	0	10	218	o	o	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	1622	0	0.98
1437741506.34	250694	0	11	187	d	d	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	1809	0	0.98
1437741506.434	250694	0	12	94	a	a	Voimme juoda viiniä ja jakaa kuulumisia.	 65.50	 129.62	Voimme juoda viiniä ja jakaa kuulumisia.	Sentences	1903	0	0.98
