input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1439796312.62	535385	0	0	0	Shift_R	Shift_R	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	0	0	0.74
1439796312.807	535385	0	1	187	P	P	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	187	0	0.74
1439796313.088	535385	0	2	281	i	i	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	468	0	0.74
1439796313.369	535385	0	3	281	t	t	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	749	0	0.74
1439796313.525	535385	0	4	156	ä	adiaeresis	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	905	0	0.74
1439796313.619	535385	0	5	94	ä	adiaeresis	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	999	0	0.74
1439796313.899	535385	0	6	280	k	k	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	1279	0	0.74
1439796314.336	535385	0	7	437	ö	odiaeresis	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	1716	0	0.74
1439796314.492	535385	0	8	156	_	space	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	1872	0	0.74
1439796314.898	535385	0	9	406	m	m	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	2278	0	0.74
1439796314.991	535385	0	10	93	e	e	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	2371	0	0.74
1439796315.116	535385	0	11	125	i	i	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	2496	0	0.74
1439796315.303	535385	0	12	187	d	d	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	2683	0	0.74
1439796315.584	535385	0	13	281	n	n	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	2964	0	0.74
1439796315.74	535385	0	14	156	_	space	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	3120	0	0.74
1439796316.052	535385	0	15	312		BackSpace	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	3432	0	0.74
1439796316.146	535385	0	16	94		BackSpace	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	3526	0	0.74
1439796316.614	535385	0	17	468	ä	adiaeresis	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	3994	0	0.74
1439796317.113	535385	0	18	499	n	n	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	4493	0	0.74
1439796317.238	535385	0	19	125	_	space	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	4618	0	0.74
1439796317.55	535385	0	20	312	j	j	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	4930	0	0.74
1439796317.737	535385	0	21	187	u	u	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	5117	0	0.74
1439796318.018	535385	0	22	281	e	e	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	5398	0	0.74
1439796318.579	535385	0	23	561		BackSpace	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	5959	0	0.74
1439796318.954	535385	0	24	375	t	t	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	6334	0	0.74
1439796319.172	535385	0	25	218	e	e	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	6552	0	0.74
1439796319.359	535385	0	26	187	l	l	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	6739	0	0.74
1439796319.484	535385	0	27	125	l	l	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	6864	0	0.74
1439796319.578	535385	0	28	94	a	a	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	6958	0	0.74
1439796320.233	535385	0	29	655	Shift_R	Shift_R	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	7613	0	0.74
1439796320.451	535385	0	30	218	?	question	Pitääkö meidän jutella?	 33.71	 148.90	Pitääkö meidän jutella?	Sentences	7831	0	0.74
1439796322.885	535385	1	0	0	Shift_R	Shift_R	Tulen takaisin perjantaina.	 38.91	 374.10	Tulen takaisin perjantaina.	Sentences	0	0	0.90
1439796322.979	535385	1	1	94	T	T	Tulen takaisin perjantaina.	 38.91	 374.10	Tulen takaisin perjantaina.	Sentences	94	0	0.90
1439796323.166	535385	1	2	186	u	u	Tulen takaisin perjantaina.	 38.91	 374.10	Tulen takaisin perjantaina.	Sentences	280	0	0.90
1439796323.478	535385	1	3	312	l	l	Tulen takaisin perjantaina.	 38.91	 374.10	Tulen takaisin perjantaina.	Sentences	592	0	0.90
1439796323.665	535385	1	4	187	e	e	Tulen takaisin perjantaina.	 38.91	 374.10	Tulen takaisin perjantaina.	Sentences	779	0	0.90
