input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1437734331.959	431334	0	0	0	Shift_L	Shift_L	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	0	0	0.87
1437734332.146	431334	0	1	186	O	O	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	186	0	0.87
1437734332.24	431334	0	2	94	i	i	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	280	0	0.87
1437734332.49	431334	0	3	250	k	k	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	530	0	0.87
1437734332.614	431334	0	4	124	e	e	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	654	0	0.87
1437734332.708	431334	0	5	94	i	i	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	748	0	0.87
1437734333.051	431334	0	6	344	n	n	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	1092	0	0.87
1437734333.238	431334	0	7	186	_	space	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	1278	0	0.87
1437734333.426	431334	0	8	189	h	h	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	1467	0	0.87
1437734333.613	431334	0	9	186	y	y	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	1653	0	0.87
1437734333.769	431334	0	10	156	v	v	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	1809	0	0.87
1437734333.956	431334	0	11	187	ä	adiaeresis	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	1996	0	0.87
1437734334.112	431334	0	12	156	ä	adiaeresis	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	2152	0	0.87
1437734334.268	431334	0	13	156	_	space	Oikein hyvää matkaa!	 54.14	 108.29	Oikein hyvää matkaa!	Sentences	2308	0	0.87
