input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1438243337.214	68349	0	0	0	Shift_L	Shift_L	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	0	0	0.96
1438243337.339	68349	0	1	125	T	T	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	125	0	0.96
1438243337.463	68349	0	2	124	u	u	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	249	0	0.96
1438243337.713	68349	0	3	250	l	l	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	499	0	0.96
1438243337.807	68349	0	4	93	e	e	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	592	0	0.96
1438243337.994	68349	0	5	187	n	n	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	779	0	0.96
1438243338.275	68349	0	6	282	_	space	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	1061	0	0.96
1438243338.399	68349	0	7	123	t	t	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	1184	0	0.96
1438243338.524	68349	0	8	125	a	a	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	1309	0	0.96
1438243338.649	68349	0	9	125	k	k	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	1434	0	0.96
1438243338.743	68349	0	10	95	a	a	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	1529	0	0.96
1438243338.899	68349	0	11	155	i	i	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	1684	0	0.96
1438243338.992	68349	0	12	94	s	s	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	1778	0	0.96
1438243339.117	68349	0	13	125	i	i	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	1903	0	0.96
1438243339.335	68349	0	14	218	n	n	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	2121	0	0.96
1438243339.585	68349	0	15	250	_	space	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	2371	0	0.96
1438243339.71	68349	0	16	125	p	p	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	2496	0	0.96
1438243339.772	68349	0	17	62	e	e	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	2558	0	0.96
1438243339.897	68349	0	18	125	r	r	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	2683	0	0.96
1438243340.147	68349	0	19	250	j	j	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	2933	0	0.96
1438243340.271	68349	0	20	123	a	a	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	3056	0	0.96
1438243340.396	68349	0	21	125	n	n	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	3181	0	0.96
1438243340.521	68349	0	22	125	t	t	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	3306	0	0.96
1438243340.646	68349	0	23	125	a	a	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	3431	0	0.96
1438243340.708	68349	0	24	62	i	i	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	3493	0	0.96
1438243340.895	68349	0	25	187	n	n	Tulen takaisin perjantaina.	 77.52	  62.16	Tulen takaisin perjantaina.	Sentences	3680	0	0.96
